Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSG00000100604,CHGA,Gene Expression,0.9441088019231372,0.0,0.0,47203363,7071.360287820545,6195
ENSG00000089199,CHGB,Gene Expression,0.9073408881922645,0.0,0.0,7891703,1166.6240169353603,6192
ENSG00000198938,MT-CO3,Gene Expression,0.9014163182327468,0.0,0.0,8212751,1249.3703512010838,6195
ENSG00000164326,CARTPT,Gene Expression,0.8924097061434612,0.0,0.0,4288017,627.1567576049529,6182
ENSG00000129167,TPH1,Gene Expression,0.8887652479119422,0.0,0.0,2054967,309.5793365390654,6157
ENSG00000198727,MT-CYB,Gene Expression,0.8872599142884932,0.0,0.0,3151676,485.4950226067626,6195
ENSG00000118271,TTR,Gene Expression,0.8850504722646405,0.0,0.0,2005675,292.84698325100953,6153
ENSG00000175426,PCSK1,Gene Expression,0.8837943487244997,0.0,0.0,1249861,186.79111381548378,6108
ENSG00000145321,GC,Gene Expression,0.8804336619108023,0.0,0.0,1382837,204.44134471969082,6099
ENSG00000272398,CD24,Gene Expression,0.8747924641398913,0.0,0.0,1069058,161.64640968201545,6115
ENSG00000198840,MT-ND3,Gene Expression,0.8723396982287767,0.0,0.0,1923662,299.00766698866045,6193
ENSG00000198712,MT-CO2,Gene Expression,0.8717486437143164,0.0,0.0,4514374,686.9264252987836,6195
ENSG00000004799,PDK4,Gene Expression,0.8713157137609125,0.0,0.0,1467736,219.35536226587973,6149
ENSG00000156234,CXCL13,Gene Expression,0.8678641230400688,0.0,0.0,977380,147.81227378449327,6023
ENSG00000198734,F5,Gene Expression,0.8595252336248838,0.0,0.0,730316,109.2559207783182,6032
ENSG00000165092,ALDH1A1,Gene Expression,0.8578846079599678,0.0,0.0,1577724,236.6992656734408,6177
ENSG00000198899,MT-ATP6,Gene Expression,0.857328778988802,0.0,0.0,3703085,570.0582208889533,6194
ENSG00000091583,APOH,Gene Expression,0.8482435603744286,0.0,0.0,570226,84.87604072316756,6014
ENSG00000170419,VSTM2A,Gene Expression,0.8416923093257092,0.0,0.0,522770,78.53101197080822,5962
ENSG00000133392,MYH11,Gene Expression,0.8381413578999404,0.0,0.0,22563,12.074582300189377,1672
ENSG00000124212,PTGIS,Gene Expression,0.8377314856739964,0.0,0.0,7834,4.150063020126744,1253
ENSG00000166922,SCG5,Gene Expression,0.8365359977390221,0.0,0.0,842457,123.4786977288577,6100
ENSG00000160180,TFF3,Gene Expression,0.8312659145396875,0.0,0.0,756960,109.66393464553765,6079
ENSG00000211448,DIO2,Gene Expression,0.8280538415379273,0.0,0.0,745325,112.9148753646802,6083
ENSG00000171951,SCG2,Gene Expression,0.8245636547504259,0.0,0.0,759243,111.21183663406163,6114
ENSG00000089220,PEBP1,Gene Expression,0.8233476334500143,0.0,0.0,776268,118.59020742214737,6159
ENSG00000106809,OGN,Gene Expression,0.8134241045860245,0.0,0.0,7627,3.9010560166839316,1405
ENSG00000163499,CRYBA2,Gene Expression,0.812312976994722,0.0,0.0,317583,47.598244607885775,5983
ENSG00000104112,SCG3,Gene Expression,0.8097732355265743,0.0,0.0,244497,36.339581486900286,5873
ENSG00000186340,THBS2,Gene Expression,0.8071880121095064,0.0,0.0,13567,6.004001238407799,1967
ENSG00000054356,PTPRN,Gene Expression,0.805882904429785,0.0,0.0,410574,60.34972296890032,6014
ENSG00000049540,ELN,Gene Expression,0.8038847307134007,0.0,0.0,8373,4.097146182531217,1720
ENSG00000169903,TM4SF4,Gene Expression,0.8021134506166282,0.0,0.0,371623,55.47760150481559,5983
ENSG00000133169,BEX1,Gene Expression,0.8000505201154686,0.0,0.0,302074,44.797989108203865,5971
ENSG00000111341,MGP,Gene Expression,0.7985710314519762,0.0,0.0,120420,51.1287831710946,5969
ENSG00000198763,MT-ND2,Gene Expression,0.7946519264722202,0.0,0.0,1085400,169.10956047517416,6194
ENSG00000116299,KIAA1324,Gene Expression,0.7927083861771665,0.0,0.0,283229,42.09009175016158,5936
ENSG00000130176,CNN1,Gene Expression,0.7902756193069918,0.0,0.0,8946,4.470914393819606,1724
ENSG00000107796,ACTA2,Gene Expression,0.789360490584069,0.0,0.0,39232,18.903574415814745,3861
ENSG00000135346,CGA,Gene Expression,0.7874430540582062,0.0,0.0,815508,117.06659767962229,6090
ENSG00000115380,EFEMP1,Gene Expression,0.78510606098701,0.0,0.0,14847,6.695796509836815,3055
ENSG00000064393,HIPK2,Gene Expression,0.7847424198802954,0.0,0.0,580310,88.55756679437117,6164
ENSG00000106366,SERPINE1,Gene Expression,0.7843210925226674,0.0,0.0,10471,5.001771473332687,1846
ENSG00000197249,SERPINA1,Gene Expression,0.783879769070785,0.0,0.0,704889,104.8664291478975,6139
ENSG00000134138,MEIS2,Gene Expression,0.7832972887773779,0.0,0.0,492605,74.19167581894737,6075
ENSG00000101335,MYL9,Gene Expression,0.7817503659144097,0.0,0.0,49338,23.08421737654122,4777
ENSG00000162591,MEGF6,Gene Expression,0.7816330205423172,0.0,0.0,3751,1.738388367220324,1122
ENSG00000106541,AGR2,Gene Expression,0.781583712101771,0.0,0.0,318663,47.10871068854147,5987
ENSG00000168878,SFTPB,Gene Expression,0.7806065452322491,0.0,0.0,57687,18.070211473509325,1235
ENSG00000149591,TAGLN,Gene Expression,0.7802359938746324,0.0,0.0,82495,36.11118199170734,5785
ENSG00000166482,MFAP4,Gene Expression,0.7800509931200725,0.0,0.0,12876,5.655227765446082,2654
ENSG00000212907,MT-ND4L,Gene Expression,0.779001662513266,0.0,0.0,1815906,279.6484195735372,6194
ENSG00000166959,MS4A8,Gene Expression,0.7789787909434726,0.0,0.0,239958,36.50378340880284,5936
ENSG00000168484,SFTPC,Gene Expression,0.7783951955009722,0.0,0.0,69322,23.423050048708173,1683
ENSG00000132855,ANGPTL3,Gene Expression,0.7783225659474515,0.0,0.0,204715,30.83945987401883,5891
ENSG00000136999,CCN3,Gene Expression,0.7753507726573713,0.0,0.0,13502,6.544212156373467,2378
ENSG00000135549,PKIB,Gene Expression,0.7748808769314375,0.0,0.0,225611,33.58951801766223,5925
ENSG00000113924,HGD,Gene Expression,0.7747750613285237,0.0,0.0,237498,36.249317098287115,5932
ENSG00000019505,SYT13,Gene Expression,0.7710238374966949,0.0,0.0,249335,36.84152586823942,5960
ENSG00000160182,TFF1,Gene Expression,0.7701174426184397,0.0,0.0,275804,39.81759643515762,5956
ENSG00000153815,CMIP,Gene Expression,0.7672490007724451,0.0,0.0,416980,62.34373982406809,6128
ENSG00000119888,EPCAM,Gene Expression,0.7654860917766992,0.0,0.0,238233,35.65027386470477,5945
ENSG00000166741,NNMT,Gene Expression,0.7652442196822158,0.0,0.0,10503,4.116656695660783,2593
ENSG00000105290,APLP1,Gene Expression,0.7632494691001838,0.0,0.0,326205,48.05318055500707,6000
ENSG00000106624,AEBP1,Gene Expression,0.761442735283084,0.0,0.0,37876,15.147259956985526,4464
ENSG00000198467,TPM2,Gene Expression,0.7611785272155831,0.0,0.0,49170,20.2376683293784,5622
ENSG00000132872,SYT4,Gene Expression,0.7597820455068051,0.0,0.0,165430,24.6258296635704,5867
ENSG00000185231,MC2R,Gene Expression,0.7591614695330419,0.0,0.0,208470,31.02218023596825,5898
ENSG00000198886,MT-ND4,Gene Expression,0.7590193637920647,0.0,0.0,2837418,436.44961757084104,6193
ENSG00000163431,LMOD1,Gene Expression,0.7583571851748946,0.0,0.0,7161,3.4331644912234363,1821
ENSG00000164761,TNFRSF11B,Gene Expression,0.757758547690533,0.0,0.0,7339,3.2079334977725473,1834
ENSG00000173467,AGR3,Gene Expression,0.757576233693121,0.0,0.0,192314,29.002273055087358,5894
ENSG00000135373,EHF,Gene Expression,0.7570384656170275,0.0,0.0,188733,28.219027078422677,5913
ENSG00000242265,PEG10,Gene Expression,0.7567390788183798,0.0,0.0,251916,37.264603015599306,5968
ENSG00000166206,GABRB3,Gene Expression,0.7560828078730115,0.0,0.0,168215,25.166556070180537,5890
ENSG00000109610,SOD3,Gene Expression,0.7558955906884964,0.0,0.0,8218,3.9362436384560398,2175
ENSG00000141433,ADCYAP1,Gene Expression,0.7549618858208501,0.0,0.0,411851,62.11511347315833,6032
ENSG00000163453,IGFBP7,Gene Expression,0.7547417096697613,0.0,0.0,142692,43.22782925058946,6172
ENSG00000196154,S100A4,Gene Expression,0.7528455250026655,0.0,0.0,11935,4.917204308332654,3076
ENSG00000026025,VIM,Gene Expression,0.7520751807556756,0.0,0.0,146114,51.47648522040223,6158
ENSG00000143153,ATP1B1,Gene Expression,0.751988714496441,0.0,0.0,389531,57.92086554614305,6087
ENSG00000005421,PON1,Gene Expression,0.7501169479060594,0.0,0.0,123964,18.853746308456067,5812
ENSG00000115414,FN1,Gene Expression,0.7501005167895048,0.0,0.0,49608,19.507579032009797,5080
ENSG00000137573,SULF1,Gene Expression,0.7482884215744661,0.0,0.0,4738,1.9728698461936431,1352
ENSG00000049323,LTBP1,Gene Expression,0.7481159497124488,0.0,0.0,5547,2.5012182063945967,1688
ENSG00000166509,CLEC3A,Gene Expression,0.7471226949410026,0.0,0.0,208253,30.54623220582833,5841
ENSG00000140545,MFGE8,Gene Expression,0.7465141228509402,0.0,0.0,14767,6.457361125399597,3252
ENSG00000165646,SLC18A2,Gene Expression,0.7440244210804134,0.0,0.0,247441,36.968171652798716,5937
ENSG00000102109,PCSK1N,Gene Expression,0.7422612624522934,0.0,0.0,447614,66.24024427385385,6108
ENSG00000108176,DNAJC12,Gene Expression,0.7418477526028567,0.0,0.0,164906,24.354023009254128,5876
ENSG00000132639,SNAP25,Gene Expression,0.7386511021906428,0.0,0.0,243238,36.14676230828001,5991
ENSG00000188674,C2orf80,Gene Expression,0.7385189925502509,0.0,0.0,118468,17.704752536110266,5807
ENSG00000198523,PLN,Gene Expression,0.7381428685722446,0.0,0.0,3777,1.7958458425291353,1098
ENSG00000108187,PBLD,Gene Expression,0.736803203931048,0.0,0.0,174646,26.19879232229277,5919
ENSG00000145920,CPLX2,Gene Expression,0.734949237431699,0.0,0.0,195273,28.87486691125327,5953
ENSG00000002933,TMEM176A,Gene Expression,0.7338946110903374,0.0,0.0,322088,48.23829731292481,6080
ENSG00000136235,GPNMB,Gene Expression,0.7325945982049472,0.0,0.0,10194,3.816739250630489,1838
ENSG00000105894,PTN,Gene Expression,0.7321159268892159,0.0,0.0,247471,37.53077125741374,5980
ENSG00000128016,ZFP36,Gene Expression,0.7320200396768457,0.0,0.0,32709,10.151781260944011,5392
ENSG00000106211,HSPB1,Gene Expression,0.7295614586258469,0.0,0.0,123613,23.310106726199702,6171
ENSG00000184557,SOCS3,Gene Expression,0.7282517048027738,0.0,0.0,19378,7.3468781713649225,3782
ENSG00000211592,IGKC,Gene Expression,0.727157036876799,0.0,0.0,47821,16.864380170543264,1666
ENSG00000196924,FLNA,Gene Expression,0.725769832903841,0.0,0.0,32656,12.243259579042926,5283
ENSG00000134240,HMGCS2,Gene Expression,0.7239166517994146,0.0,0.0,138855,20.547047093446736,5842
ENSG00000035862,TIMP2,Gene Expression,0.7231809066070475,0.0,0.0,31467,10.780442387860765,5293
ENSG00000187479,C11orf96,Gene Expression,0.722859294179243,0.0,0.0,26053,9.004273923559158,4952
ENSG00000121898,CPXM2,Gene Expression,0.7210704096094525,0.0,0.0,4032,1.6552937822432965,1643
ENSG00000162545,CAMK2N1,Gene Expression,0.7210652680142405,0.0,0.0,225035,34.242710525506254,6021
ENSG00000157766,ACAN,Gene Expression,0.720687000301764,0.0,0.0,1217,0.6596706818745369,459
ENSG00000118523,CCN2,Gene Expression,0.7206364424129712,0.0,0.0,58904,20.150799273738592,5905
ENSG00000182492,BGN,Gene Expression,0.7191933835729039,0.0,0.0,80136,24.23135408037393,5991
ENSG00000115648,MLPH,Gene Expression,0.7190882398222929,0.0,0.0,248789,37.56097604382019,6007
ENSG00000120738,EGR1,Gene Expression,0.7182439049496031,0.0,0.0,94265,20.226966012445704,6146
ENSG00000122786,CALD1,Gene Expression,0.7176773309607063,0.0,0.0,60238,20.187017649038197,5925
ENSG00000096696,DSP,Gene Expression,0.7175724255853341,0.0,0.0,126755,19.19132440289722,5869
ENSG00000077943,ITGA8,Gene Expression,0.7160590464029799,0.0,0.0,7131,3.210246641821627,2148
ENSG00000100097,LGALS1,Gene Expression,0.7158676389961447,0.0,0.0,23473,8.534921358721729,4637
ENSG00000151552,QDPR,Gene Expression,0.7152719960412641,0.0,0.0,350050,51.99894593733426,6089
ENSG00000173702,MUC13,Gene Expression,0.714551843525498,0.0,0.0,132261,19.612137926583518,5837
ENSG00000130294,KIF1A,Gene Expression,0.7141275907488567,0.0,0.0,141208,21.058052856473203,5875
ENSG00000054598,FOXC1,Gene Expression,0.7140944744733607,0.0,0.0,4228,1.815772858094508,1745
ENSG00000165731,RET,Gene Expression,0.7124923404937749,0.0,0.0,113678,17.249921533022697,5842
ENSG00000122852,SFTPA1,Gene Expression,0.7119406360262088,0.0,0.0,14212,5.063511464653268,1227
ENSG00000006611,USH1C,Gene Expression,0.7112731180274706,0.0,0.0,113465,17.155330371726926,5852
ENSG00000142871,CCN1,Gene Expression,0.7111927437771016,0.0,0.0,39172,14.562491723594718,5162
ENSG00000258818,RNASE4,Gene Expression,0.7108471738449054,0.0,0.0,380916,57.34293951706689,6117
ENSG00000109846,CRYAB,Gene Expression,0.7099394309161626,0.0,0.0,10291,4.31163255723557,3198
ENSG00000126562,WNK4,Gene Expression,0.7098792515183304,0.0,0.0,131617,19.724710374041123,5870
ENSG00000125730,C3,Gene Expression,0.7090726250674577,0.0,0.0,21063,7.134517312969129,2436
ENSG00000139910,NOVA1,Gene Expression,0.7076521399848769,0.0,0.0,137038,21.017407268480266,5888
ENSG00000145936,KCNMB1,Gene Expression,0.7073246993403546,0.0,0.0,1802,0.8051946106963641,810
ENSG00000266964,FXYD1,Gene Expression,0.7070461690890925,0.0,0.0,3797,1.575956651903583,1591
ENSG00000072952,MRVI1,Gene Expression,0.7068062501267164,0.0,0.0,4109,1.7325110329367677,1617
ENSG00000179915,NRXN1,Gene Expression,0.7067929190436416,0.0,0.0,153796,23.161396431838174,5911
ENSG00000136928,GABBR2,Gene Expression,0.7066602608132615,0.0,0.0,91726,13.884515132757986,5792
ENSG00000159409,CELF3,Gene Expression,0.7046948515771655,0.0,0.0,179287,26.960438824786433,5921
ENSG00000132437,DDC,Gene Expression,0.7045574928308885,0.0,0.0,105550,15.546482222509226,5803
ENSG00000178177,LCORL,Gene Expression,0.7042392555901547,0.0,0.0,128220,19.45934824370473,5902
ENSG00000169604,ANTXR1,Gene Expression,0.7041136082584143,0.0,0.0,12566,4.585364971752044,3654
ENSG00000198732,SMOC1,Gene Expression,0.703339593162058,0.0,0.0,213948,31.67933197315111,5966
ENSG00000166165,CKB,Gene Expression,0.7028924769710423,0.0,0.0,364338,53.89251311695883,6122
ENSG00000091129,NRCAM,Gene Expression,0.7027808354498064,0.0,0.0,93687,14.226374461877054,5800
ENSG00000084207,GSTP1,Gene Expression,0.7002797502811212,0.0,0.0,9168,3.169709445251051,3194
ENSG00000159176,CSRP1,Gene Expression,0.6992783924915829,0.0,0.0,163548,31.778668698877826,6184
ENSG00000006327,TNFRSF12A,Gene Expression,0.6990908206470149,0.0,0.0,8741,3.0061788438022625,3256
ENSG00000135046,ANXA1,Gene Expression,0.6988421325526853,0.0,0.0,14554,5.101832049830228,4128
ENSG00000163017,ACTG2,Gene Expression,0.6973111310873236,0.0,0.0,2587,1.1661655320915167,948
ENSG00000171223,JUNB,Gene Expression,0.6969905468002463,0.0,0.0,73423,17.238785268471602,6158
ENSG00000120129,DUSP1,Gene Expression,0.6956091030439882,0.0,0.0,60163,15.445008019138086,6132
ENSG00000188783,PRELP,Gene Expression,0.6939403106737656,0.0,0.0,14399,4.925146647713033,3696
ENSG00000173641,HSPB7,Gene Expression,0.6927097859232577,0.0,0.0,2775,1.3211579919630119,980
ENSG00000091986,CCDC80,Gene Expression,0.6924032258359858,0.0,0.0,8005,3.5148784917785267,2193
ENSG00000211895,IGHA1,Gene Expression,0.6924018424027256,0.0,0.0,17646,6.0531728020124245,746
ENSG00000135480,KRT7,Gene Expression,0.6903380881439933,0.0,0.0,3607,1.5306374974303807,747
ENSG00000120885,CLU,Gene Expression,0.6890889900514053,0.0,0.0,49194,12.09205147445344,5452
ENSG00000172955,ADH6,Gene Expression,0.687076663739058,0.0,0.0,82882,12.436518434742753,5761
ENSG00000148671,ADIRF,Gene Expression,0.6865001965651475,0.0,0.0,10469,4.1887425546060815,3121
ENSG00000173436,MICOS10,Gene Expression,0.6841263454432489,0.0,0.0,297964,45.74859265546057,6134
ENSG00000198888,MT-ND1,Gene Expression,0.6839573824649172,0.0,0.0,846000,131.812735033309,6189
ENSG00000172403,SYNPO2,Gene Expression,0.6812728248081339,0.0,0.0,5598,2.203418816038883,2253
ENSG00000198959,TGM2,Gene Expression,0.680580308993641,0.0,0.0,24215,7.384948881554424,4916
ENSG00000174938,SEZ6L2,Gene Expression,0.6800420873277222,0.0,0.0,135349,19.839189006629937,5896
ENSG00000087245,MMP2,Gene Expression,0.6784683836210386,0.0,0.0,10367,3.5946623009158643,3351
ENSG00000108946,PRKAR1A,Gene Expression,0.6781334099728502,0.0,0.0,586087,89.40917746575795,6184
ENSG00000142173,COL6A2,Gene Expression,0.6761198140369316,0.0,0.0,44784,13.625022348889429,5763
ENSG00000106483,SFRP4,Gene Expression,0.6761180436153025,0.0,0.0,4832,2.077587103983721,1073
ENSG00000136883,KIF12,Gene Expression,0.676040000712194,0.0,0.0,150429,22.781797550005145,5936
ENSG00000182326,C1S,Gene Expression,0.67524767204518,0.0,0.0,10815,3.7374260330673708,3400
ENSG00000177469,CAVIN1,Gene Expression,0.6752238321294476,0.0,0.0,19772,6.547954517415489,4965
ENSG00000205542,TMSB4X,Gene Expression,0.6744897708664045,0.0,0.0,339907,66.32744802450074,6189
ENSG00000119681,LTBP2,Gene Expression,0.6743086234210584,0.0,0.0,22491,7.468535112748479,4355
ENSG00000101160,CTSZ,Gene Expression,0.6738572077477435,0.0,0.0,12768,4.179619770159551,3364
ENSG00000164692,COL1A2,Gene Expression,0.6737297322234496,0.0,0.0,39685,13.043953198349815,5442
ENSG00000104723,TUSC3,Gene Expression,0.6733234064988717,0.0,0.0,139385,20.695104584265543,5917
ENSG00000133026,MYH10,Gene Expression,0.673015537637923,0.0,0.0,37983,12.387717532674804,5898
ENSG00000176046,NUPR1,Gene Expression,0.6729915421338829,0.0,0.0,5550,1.939191502979865,2206
ENSG00000164070,HSPA4L,Gene Expression,0.6727704702235507,0.0,0.0,154067,23.340049999435607,5959
ENSG00000113140,SPARC,Gene Expression,0.6722584942781524,0.0,0.0,95297,24.524715726205326,6170
ENSG00000137693,YAP1,Gene Expression,0.6719422429855703,0.0,0.0,4879,1.7620891025911019,2323
ENSG00000217555,CKLF,Gene Expression,0.6716355353431408,0.0,0.0,266901,40.50784346143958,6098
ENSG00000013588,GPRC5A,Gene Expression,0.6707235847209195,0.0,0.0,3569,1.4849765144552258,1139
ENSG00000106537,TSPAN13,Gene Expression,0.6704265555434437,0.0,0.0,123363,18.562268178511577,5927
ENSG00000175899,A2M,Gene Expression,0.6695079094589906,0.0,0.0,223190,44.47653565818052,6168
ENSG00000011347,SYT7,Gene Expression,0.6690633406615633,0.0,0.0,101824,15.25231970817966,5855
ENSG00000240583,AQP1,Gene Expression,0.668444038817706,0.0,0.0,29777,9.868422568730159,5303
ENSG00000108309,RUNDC3A,Gene Expression,0.6677774101291024,0.0,0.0,105607,15.813176678116447,5841
ENSG00000170955,CAVIN3,Gene Expression,0.6669526388045014,0.0,0.0,3264,1.3600684360996893,1568
ENSG00000149131,SERPING1,Gene Expression,0.6665673306755435,0.0,0.0,15135,4.893923680681378,4269
ENSG00000019582,CD74,Gene Expression,0.6652562222278823,0.0,0.0,129981,33.19961540529067,6164
ENSG00000167779,IGFBP6,Gene Expression,0.6634452311666648,0.0,0.0,4632,1.8500548673243293,2055
ENSG00000277586,NEFL,Gene Expression,0.6631582402900666,0.0,0.0,95708,14.189192846760017,5825
ENSG00000155093,PTPRN2,Gene Expression,0.6630474077058512,0.0,0.0,121440,17.97770067757647,5888
ENSG00000168243,GNG4,Gene Expression,0.661214145497415,0.0,0.0,78584,11.607661417679259,5777
ENSG00000122641,INHBA,Gene Expression,0.6608607558290581,0.0,0.0,4867,1.7862458235217882,1885
ENSG00000134917,ADAMTS8,Gene Expression,0.6603056420330813,0.0,0.0,3330,1.3152995920002843,1371
ENSG00000259120,SMIM6,Gene Expression,0.6598920734554764,0.0,0.0,60863,9.21652969960277,5733
ENSG00000109819,PPARGC1A,Gene Expression,0.6598109284939326,0.0,0.0,139623,20.929144534375766,5934
ENSG00000159403,C1R,Gene Expression,0.6593967250527278,0.0,0.0,24293,7.935715378165796,4920
ENSG00000120251,GRIA2,Gene Expression,0.6591210780933866,0.0,0.0,107054,16.253982324633515,5862
ENSG00000135842,NIBAN1,Gene Expression,0.6580555887254209,0.0,0.0,3099,1.2914681157264065,1506
ENSG00000157765,SLC34A2,Gene Expression,0.656298173324419,0.0,0.0,8716,2.6431075007238873,1224
ENSG00000123146,ADGRE5,Gene Expression,0.6562323736371588,0.0,0.0,5921,2.1091670661287525,2541
ENSG00000140945,CDH13,Gene Expression,0.6535121070361593,0.0,0.0,6068,2.2653280733129337,2549
ENSG00000141052,MYOCD,Gene Expression,0.6526076181610492,0.0,0.0,985,0.49302542080959255,470
ENSG00000163430,FSTL1,Gene Expression,0.6522753497524997,0.0,0.0,13062,4.331841757758533,4033
ENSG00000166562,SEC11C,Gene Expression,0.6518266601508684,0.0,0.0,197542,29.775926047164806,6065
ENSG00000144278,GALNT13,Gene Expression,0.6508209731332119,0.0,0.0,73941,11.285254877792939,5803
ENSG00000157388,CACNA1D,Gene Expression,0.6498903222448219,0.0,0.0,95204,14.45123555167973,5861
ENSG00000122367,LDB3,Gene Expression,0.648840248330188,0.0,0.0,1515,0.6929272373685718,714
ENSG00000018236,CNTN1,Gene Expression,0.6484848041043181,0.0,0.0,119331,17.813659786733837,5896
ENSG00000167641,PPP1R14A,Gene Expression,0.6483963291328184,0.0,0.0,8128,2.9315128552045544,3105
ENSG00000004776,HSPB6,Gene Expression,0.6480110931624711,0.0,0.0,4089,1.5850365780579314,1823
ENSG00000182718,ANXA2,Gene Expression,0.6468165679659333,0.0,0.0,16126,4.8501721822487065,4453
ENSG00000146197,SCUBE3,Gene Expression,0.645330971435653,0.0,0.0,1278,0.5977725310393617,597
ENSG00000134709,HOOK1,Gene Expression,0.6452664910192304,0.0,0.0,84280,12.785867215156424,5838
ENSG00000108821,COL1A1,Gene Expression,0.6441492056787811,0.0,0.0,36346,11.164688602168686,5648
ENSG00000168386,FILIP1L,Gene Expression,0.6440872450481684,0.0,0.0,6959,2.4930072079516443,2875
ENSG00000197956,S100A6,Gene Expression,0.643908728346869,0.0,0.0,384778,68.18604919879601,6190
ENSG00000128536,CDHR3,Gene Expression,0.6434011731220518,0.0,0.0,93713,14.206826567258641,5809
ENSG00000065534,MYLK,Gene Expression,0.6427127391006652,0.0,0.0,13476,4.524892497640479,4087
ENSG00000170345,FOS,Gene Expression,0.6418408039331073,0.0,0.0,22674,6.782443793769725,5227
ENSG00000177669,MBOAT4,Gene Expression,0.6414558315262369,0.0,0.0,88931,13.12221878434982,5802
ENSG00000112379,ARFGEF3,Gene Expression,0.6398662096788602,0.0,0.0,95672,14.166699080181635,5871
ENSG00000113657,DPYSL3,Gene Expression,0.6396941508493673,0.0,0.0,5609,1.9980886644670124,2568
ENSG00000145242,EPHA5,Gene Expression,0.6393764816377623,0.0,0.0,61477,9.339119826173093,5732
ENSG00000187955,COL14A1,Gene Expression,0.6393007159768087,0.0,0.0,11856,4.400915214186883,3774
ENSG00000177511,ST8SIA3,Gene Expression,0.6389736852216643,0.0,0.0,70191,10.405064056801187,5773
ENSG00000174099,MSRB3,Gene Expression,0.6385688896831704,0.0,0.0,5207,1.8225773418833786,2440
ENSG00000162614,NEXN,Gene Expression,0.6385410545413651,0.0,0.0,3901,1.4508411604790346,1890
ENSG00000197321,SVIL,Gene Expression,0.6375942842767572,0.0,0.0,3953,1.5165101499461775,1944
ENSG00000075624,ACTB,Gene Expression,0.637379221210858,0.0,0.0,435749,75.63965831477375,6188
ENSG00000134962,KLB,Gene Expression,0.6373406303999279,0.0,0.0,69624,10.450593883735529,5765
ENSG00000079308,TNS1,Gene Expression,0.6361945608477645,0.0,0.0,11987,3.9749707799527556,4007
ENSG00000138413,IDH1,Gene Expression,0.6348622757818654,0.0,0.0,148027,22.265189564688274,5980
ENSG00000095932,SMIM24,Gene Expression,0.6348008148223547,0.0,0.0,65036,9.713845652637215,5729
ENSG00000010278,CD9,Gene Expression,0.6338874408990794,0.0,0.0,20090,5.884360477747976,5087
ENSG00000108691,CCL2,Gene Expression,0.63379200150974,0.0,0.0,12217,4.293324820568484,3280
ENSG00000131400,NAPSA,Gene Expression,0.6330180121026424,0.0,0.0,4437,1.3690257273864215,802
ENSG00000159840,ZYX,Gene Expression,0.6330026930669764,0.0,0.0,26823,6.320479852449236,5605
ENSG00000144810,COL8A1,Gene Expression,0.6325839844039087,0.0,0.0,5526,1.8448857997369028,2373
ENSG00000133135,RNF128,Gene Expression,0.632247709114903,0.0,0.0,58805,8.843338227647122,5728
ENSG00000155792,DEPTOR,Gene Expression,0.63190514537432,0.0,0.0,127134,19.081781197736245,5949
ENSG00000184009,ACTG1,Gene Expression,0.63153683608344,0.0,0.0,554917,82.81648402226111,6184
ENSG00000157399,ARSE,Gene Expression,0.6310842974551905,0.0,0.0,73458,10.984740858031252,5785
ENSG00000064205,CCN5,Gene Expression,0.6301003925263737,0.0,0.0,3020,1.175842455531112,1337
ENSG00000160789,LMNA,Gene Expression,0.6291884584774246,0.0,0.0,81809,16.77045969674508,6166
ENSG00000120875,DUSP4,Gene Expression,0.6287492516145833,0.0,0.0,125957,18.658103735158992,5953
ENSG00000079689,SCGN,Gene Expression,0.6267932966375253,0.0,0.0,70012,10.404791980196197,5757
ENSG00000129514,FOXA1,Gene Expression,0.6265260135872834,0.0,0.0,92134,13.643846072085143,5853
ENSG00000115109,EPB41L5,Gene Expression,0.6262378320342609,0.0,0.0,103807,15.925685850707188,5918
ENSG00000084636,COL16A1,Gene Expression,0.6259237119721992,0.0,0.0,6368,2.130283638650948,2771
ENSG00000173918,C1QTNF1,Gene Expression,0.6255360699737762,0.0,0.0,3279,1.2776647817271944,1677
ENSG00000099194,SCD,Gene Expression,0.6246556547882623,0.0,0.0,146052,22.169211485757547,5964
ENSG00000211896,IGHG1,Gene Expression,0.6227375940198058,0.0,0.0,14655,4.990276955472948,1133
ENSG00000171557,FGG,Gene Expression,0.6218008663250575,0.0,0.0,14930,2.6241841280065366,1521
ENSG00000159388,BTG2,Gene Expression,0.620045420913882,0.0,0.0,90761,14.432693962766281,6137
ENSG00000168477,TNXB,Gene Expression,0.6199775944605935,0.0,0.0,8860,3.3791756968310005,3055
ENSG00000131620,ANO1,Gene Expression,0.6191610530965418,0.0,0.0,4233,1.5135511341741625,2049
ENSG00000183087,GAS6,Gene Expression,0.6176568340963835,0.0,0.0,23910,6.476888471898885,5410
ENSG00000123384,LRP1,Gene Expression,0.617044582075769,0.0,0.0,16695,4.503960092485144,5023
ENSG00000152578,GRIA4,Gene Expression,0.6166922479144784,0.0,0.0,66292,10.022891832594189,5769
ENSG00000136244,IL6,Gene Expression,0.6162712869364171,0.0,0.0,5143,2.0632518179028927,1629
ENSG00000034510,TMSB10,Gene Expression,0.6161331962077379,0.0,0.0,70082,14.335199964936026,6159
